순번/순위,구분,상품명,ItemId,ISBN13,부가기호,저자/아티스트,출판사/제작사,출간일,정가,판매가,마일리지,세일즈포인트,대표분류(대분류명),책소개,목차
188,만화,그저 여명일 뿐 3,377909739,9791127560997,7810,"우지혜 지음, 강기 그림",재담,20251120,16000,14400,800점,3810,만화,"책소개
잊을 수 없었지만,
잊었다 생각한 첫사랑을 만나면
다시 사랑할 수 있을까?

""검은 티셔츠에 청바지. 권범진, 네가 왜 여기에...""

범진과 갑작스러운 이별을 경험한 후
준영은 승운 엄마의 지원을 받아 생계와 학업을 이어가 대기업 한경에서 커리어를 쌓고 있다.
그러던 어느 날,
부산의 한 건설현장에서 추락사고가 발생해 진상조사를 위해 준영이 파견된다.
그곳에서 김씨로 불리는 범진과 어쩌다 마주친 준영.
북받치는 기쁨도 잠시...
범진은 준영을 알아보는 것 같지가 않았다.","목차
31~45화 수록"
189,만화,오! 나의 여신님 신장판 20,374806385,9791142333613,7830,후지시마 코스케 지음,대원씨아이(만화),20251021,15000,13500,750점,3500,만화,,
190,만화,파이브 스타 스토리 The Five Star Stories 18,369001873,9791142808357,47830,"나가노 마모루 지음, 김동욱 옮김",서울미디어코믹스(서울문화사),20250731,12000,10800,600점,12245,만화,"책소개
서로를 사모하는 필모어 황제와 기사.
별들을 잇는 파티마의 경이로운 힘!

추축 각국에 의해 시작된 나카카라 침공.
필모어 군은 부대를 분산해 대항한다.
교묘한 책략에 맞서 크리스틴 V는 고군분투하지만, 서서히 궁지에 몰리게 되는데.
그때 황제 다이 그가 내리는 결단은?
그것에 응하는 파티마 찬다나의 각오는?
한편, 욘 바인첼은 숙명의 상대 데코스 와이즈멜과 마침내 접촉한다!",
191,만화,향기로운 꽃은 늠름하게 핀다 11,350620490,9791172885205,7830,미카미 사카 지음,대원씨아이(만화),20241025,6000,5400,300점,8537,만화,,
192,만화,클레바테스 7,376273356,9791194979678,7830,"이와하라 유지 지음, 이승원 옮김",오팬하우스,20251107,7000,6300,350점,1730,만화,"책소개
토아의 서에 의해 조그마한 마수로 변한 알리시아에게
연이러 내려지는 절체절명의 『시련』!
한편, 클렌은 신학교 솔세인의 비밀을 밝히기 위해
거대한 탑을 세워 학교 전체를 가혹한 전장으로 바꾸는데…!
마수왕 보딘이 꾸미는 『용사 전승』의 부활은
과연 이 세상에 어떤 변혁을 가져올 것인가…?!","목차
제35막 움직이기 시작한 그림자
제36막 검은 탑
제37막 자신과의 싸움
제38막 전투 개시
제39막 속삭이는 목소리"
193,만화,사치록 : 사치의 묵시록 5,376050813,9791142333200,7830,챤타 지음,대원씨아이(만화),20251105,6500,5850,320점,1780,만화,,
194,만화,컬러 앤 라이트,353133344,9788979294408,13650,제임스 거니 지음,잉크잼(잼스푼),20241202,35000,31500,"1,750점",10159,예술/대중문화,"책소개
개정판으로 돌아온 빛과 색의 바이블!

2012년 국내에 출간되어 뜨거운 사랑을 받았던 『컬러 앤 라이트』가 성원에 힘입어 더 높은 품질의 번역과 편집으로 다시 찾아왔습니다. 『컬러 앤 라이트』는 세계적인 일러스터레이터이자 작가인 제임스 거니의 신진 작가를 위한 미술 교육서로, 출간 즉시 매진 열풍을 일으키며 아마존 미술 부문에서 100주 연속 베스트셀러에 올랐습니다. 명실상부 전 세계 일러스트레이터의 필독서로 자리매김한 이 책은, 빛과 색에 대한 헷갈리는 정보와 잘못된 오해 들을 과학과 관찰을 토대로 바로잡습니다. 편집과 디자인이 새로워진 『컬러 앤 라이트』를 통해, 빛과 색에 대한 이론을 마스터해보세요.
 책의 일부 내용을 미리 읽어보실 수 있습니다. 미리보기","목차
머리말 8

1장 채색의 역사

옛 거장의 채색 12
아카데미즘 회화 14
영국의 야외 사생 16
허드슨 리버 화파 18
외광 회화 운동 20
상징주의의 꿈 22
잡지 일러스트 24

2장 광원

맑은 날의 빛 28
흐린 날의 빛 30
창문으로 들어오는 빛 32
촛불과 난로 불빛 34
실내 전등 36
가로등과 야경 38
루미네선스 40
숨은 광원 42



형태 원리 46
빛과 어둠의 구분 48
투영 그림자 50
반그림자 52
본그림자 54
사광 56
순광 58
에지 라이팅 60
역광 62
언더 라이팅 64
반사광 66
스포트라이트 68
형태 원리의 한계 70



색상환 다시 생각하기 74
채도와 명도 76
고유색 78
회색과 무채색 80
초록을 둘러싼 문제 82
그러데이션 84
틴트 86



안료 탐구의 역사 90
안료 색상환 92
내광성 94
난색으로 밑색 칠하기 96
스카이 패널 98
투명 물감과 글레이징 100
팔레트 구성 102
제한된 팔레트 104
진흙색 논쟁 106



단색 계획 110
난색과 한색 112
색을 띤 빛의 작용 114
삼색 배색 116
강조색 118



컬러 스트링 준비 122
색 영역 매핑 124
색 영역 마스크 만들기 126
배색 형태 128
색 영역으로만 혼색하기 130
컬러 스크립트 132



색이 없는 세상 136
달빛은 푸른가? 138
에지와 깊이 140
색채 대립 142
색채 항상성 144
색순응과 색상 대비 146
색채 치료와 색채 연상 148



투과광 152
서브서피스 스캐터링 154
얼굴의 색 영역 156
머리카락의 비밀 158
코스틱 160
정반사 162
하이라이트 164
컬러 코로나 166
블러 처리 168
사진 대 관찰 170



파란 하늘 174
대기 원근법 176
역색 투시 178
골든아워의 빛 180
일몰 182
흐린 하늘 184
무지개 186
스카이 홀과 나뭇잎 표현 188
태양 광선과 그림자 광선 190
아롱거리는 햇빛 192
구름 그림자 194
햇빛이 비치는 전경 196
눈과 얼음 198
수면 반사와 투명도 200
계곡 202
수중의 색 204



연속 스케치 208
마지막 정리 210



용어 사전 214
안료 정보 218
추천 도서와 참고 자료 220
맺음말 222

찾아보기 222
펼쳐보기"
195,만화,고양이와 할아버지 11 + 2026 캘린더,378765148,9791142335310,4830,"네코마키 지음, 오경화 옮김",미우(대원씨아이),20251125,26000,23400,"1,300점",3900,만화,,
196,만화,불멸의 그대에게 24,378049657,9791142335150,7830,오이마 요시토키 지음,대원씨아이(만화),20251120,5500,4950,270점,2970,만화,,
197,만화,향기로운 꽃은 늠름하게 핀다 12,355965297,9791142305535,7830,미카미 사카 지음,대원씨아이(만화),20250117,6000,5400,300점,8408,만화,,
198,만화,타코피의 원죄 - 하,312942437,9791169793216,,Taizan5 지음,대원씨아이(만화),20230310,6000,5400,300점,13951,만화,,
199,만화,타코피의 원죄 - 상,312942363,9791169793209,,Taizan5 지음,대원씨아이(만화),20230328,6000,5400,300점,14312,만화,,
200,만화,고랭순대 작품집 3,378778522,9791142338458,7810,고랭순대 지음,대원씨아이(만화),20251130,15000,13500,750점,3700,만화,"책소개
천재 스토리텔러 고랭순대가 남긴
서늘하고 불온하지만 가슴을 흔드는 천일야화

블로그와 포스타입을 통해 작품을 발표하며 큰 반향을 얻었던 고랭순대 작가의 첫 작품집이 단행본으로 묶였다. 투박하지만 귀여운 그림체로 서늘할 만큼 불편한 이야기를 풀어놓지만 결국은 가슴을 흔드는 천재 스토리텔러 고랭순대의 첫 단행본이다. 안타깝게도 2024년 8월 고랭순대 작가는 더 이상 작품을 발표할 수 없는 곳으로 떠났다. 정말 안타까운 일이지만, 아직 독자들에게 선보이지 않은 작품이 다수 있다. 이 작품들은 이어지는 작품집에서 전부 소개될 예정이다.

고랭순대 작품집 3권에는 「깜짝상자」, 「오래된 시계열」, 「■■대상」, 「마지막 시나리오」 그리고 처음으로 공개되는 오노마토페 「지옥꿈」이 담겨 있다.","목차
1 오노마토페 깜짝상자
2 오노마토페 지옥꿈(미공개)
3 잿빛추리관 오래된 시계열
4 잿빛추리관 ■■대상
5 잿빛추리관 마지막 시나리오"
